student_id,name,accuracy,avg_completion_time,score_history,error_types,learning_pace,attendance_rate,homework_completion_rate,Recommended_Level
S0846,Student_0846,0.64,19.4,"[74, 83, 85, 85, 85]","{'reading': 1, 'vocab': 1, 'logic': 0}",17.3,0.69,0.76,Medium (Standard)
S0847,Student_0847,0.45,20.1,"[73, 61, 72, 86, 68]","{'reading': 1, 'vocab': 0, 'logic': 0}",19.0,0.86,0.55,Medium (Standard)
S0848,Student_0848,0.99,12.8,"[86, 83, 88, 76, 79]","{'reading': 2, 'vocab': 3, 'logic': 2}",13.2,0.85,0.51,Medium (Standard)
S0849,Student_0849,0.7,16.1,"[79, 98, 99, 66, 65]","{'reading': 0, 'vocab': 0, 'logic': 2}",8.0,0.84,0.98,Hard (Challenge)
S0850,Student_0850,0.75,16.7,"[72, 98, 99, 81, 76]","{'reading': 1, 'vocab': 0, 'logic': 4}",14.3,0.61,0.69,Medium (Standard)
S0851,Student_0851,0.44,22.2,"[77, 83, 61, 61, 86]","{'reading': 4, 'vocab': 4, 'logic': 3}",16.1,0.89,0.8,Medium (Standard)
S0852,Student_0852,0.84,11.5,"[91, 87, 87, 84, 63]","{'reading': 1, 'vocab': 3, 'logic': 1}",16.1,0.73,0.54,Medium (Standard)
S0853,Student_0853,0.52,18.3,"[62, 60, 76, 66, 64]","{'reading': 2, 'vocab': 1, 'logic': 2}",12.8,0.87,0.84,Medium (Standard)
S0854,Student_0854,0.93,13.5,"[75, 99, 98, 86, 97]","{'reading': 1, 'vocab': 1, 'logic': 0}",6.0,0.82,0.97,Hard (Challenge)
S0855,Student_0855,0.52,18.9,"[85, 73, 73, 73, 84]","{'reading': 3, 'vocab': 3, 'logic': 1}",10.6,0.74,0.79,Medium (Standard)
S0856,Student_0856,0.51,19.0,"[73, 60, 79, 69, 69]","{'reading': 2, 'vocab': 1, 'logic': 4}",18.8,0.65,0.56,Easy (Review)
S0857,Student_0857,0.42,19.7,"[87, 86, 99, 60, 92]","{'reading': 3, 'vocab': 0, 'logic': 4}",13.8,0.64,0.79,Medium (Standard)
S0858,Student_0858,0.68,17.2,"[93, 82, 84, 72, 83]","{'reading': 2, 'vocab': 3, 'logic': 2}",13.1,0.93,0.88,Medium (Standard)
S0859,Student_0859,0.73,19.5,"[76, 96, 72, 86, 79]","{'reading': 0, 'vocab': 1, 'logic': 4}",9.0,0.97,0.7,Medium (Standard)
S0860,Student_0860,0.44,19.1,"[99, 78, 65, 98, 80]","{'reading': 0, 'vocab': 1, 'logic': 1}",10.5,0.86,0.94,Medium (Standard)
S0861,Student_0861,0.86,12.8,"[69, 88, 75, 60, 76]","{'reading': 1, 'vocab': 4, 'logic': 4}",18.4,0.64,0.82,Medium (Standard)
S0862,Student_0862,0.67,19.4,"[78, 80, 76, 99, 80]","{'reading': 4, 'vocab': 0, 'logic': 4}",15.0,0.76,0.95,Medium (Standard)
S0863,Student_0863,0.71,15.6,"[78, 66, 76, 60, 96]","{'reading': 0, 'vocab': 1, 'logic': 1}",16.8,0.89,0.81,Medium (Standard)
S0864,Student_0864,0.66,17.7,"[91, 64, 96, 90, 71]","{'reading': 2, 'vocab': 4, 'logic': 3}",11.8,0.91,0.57,Medium (Standard)
S0865,Student_0865,0.64,15.1,"[72, 90, 93, 88, 62]","{'reading': 0, 'vocab': 2, 'logic': 2}",14.5,0.65,0.65,Medium (Standard)
S0866,Student_0866,0.73,16.3,"[84, 81, 68, 79, 80]","{'reading': 1, 'vocab': 4, 'logic': 0}",8.7,0.6,0.6,Medium (Standard)
S0867,Student_0867,0.49,19.8,"[64, 99, 70, 60, 60]","{'reading': 1, 'vocab': 3, 'logic': 4}",15.6,0.88,0.95,Medium (Standard)
S0868,Student_0868,0.51,21.8,"[81, 85, 65, 91, 70]","{'reading': 1, 'vocab': 1, 'logic': 3}",11.4,0.74,0.88,Medium (Standard)
S0869,Student_0869,0.91,14.2,"[75, 97, 62, 61, 64]","{'reading': 2, 'vocab': 1, 'logic': 0}",11.6,0.7,0.84,Medium (Standard)
S0870,Student_0870,0.96,16.0,"[94, 94, 81, 96, 81]","{'reading': 2, 'vocab': 2, 'logic': 4}",14.7,0.61,0.65,Medium (Standard)
S0871,Student_0871,0.62,18.8,"[67, 79, 93, 63, 77]","{'reading': 2, 'vocab': 3, 'logic': 3}",19.0,0.82,0.59,Medium (Standard)
S0872,Student_0872,0.56,19.5,"[68, 75, 85, 97, 84]","{'reading': 3, 'vocab': 0, 'logic': 2}",6.0,0.94,0.88,Medium (Standard)
S0873,Student_0873,0.78,14.8,"[97, 78, 73, 80, 74]","{'reading': 2, 'vocab': 4, 'logic': 4}",17.4,0.98,0.74,Medium (Standard)
S0874,Student_0874,0.64,16.5,"[75, 73, 68, 66, 73]","{'reading': 4, 'vocab': 3, 'logic': 1}",9.4,0.83,0.61,Medium (Standard)
S0875,Student_0875,0.41,22.5,"[99, 60, 91, 64, 89]","{'reading': 3, 'vocab': 1, 'logic': 1}",11.7,0.81,0.81,Medium (Standard)
S0876,Student_0876,0.49,19.6,"[61, 73, 90, 73, 64]","{'reading': 2, 'vocab': 4, 'logic': 4}",5.3,0.63,0.52,Easy (Review)
S0877,Student_0877,0.82,13.9,"[70, 64, 91, 95, 74]","{'reading': 2, 'vocab': 1, 'logic': 0}",9.5,0.82,0.66,Medium (Standard)
S0878,Student_0878,0.79,16.8,"[71, 84, 76, 69, 87]","{'reading': 0, 'vocab': 1, 'logic': 2}",12.5,0.75,0.73,Medium (Standard)
S0879,Student_0879,0.42,19.6,"[77, 91, 73, 75, 77]","{'reading': 0, 'vocab': 3, 'logic': 1}",5.8,0.84,0.57,Medium (Standard)
S0880,Student_0880,0.53,21.7,"[69, 64, 80, 62, 78]","{'reading': 4, 'vocab': 3, 'logic': 2}",12.4,0.76,0.99,Medium (Standard)
S0881,Student_0881,0.54,21.8,"[65, 73, 63, 77, 88]","{'reading': 2, 'vocab': 3, 'logic': 3}",18.9,0.7,0.6,Medium (Standard)
S0882,Student_0882,0.8,13.8,"[83, 94, 78, 63, 92]","{'reading': 1, 'vocab': 4, 'logic': 1}",6.6,0.64,0.57,Medium (Standard)
S0883,Student_0883,0.41,17.6,"[89, 93, 89, 83, 92]","{'reading': 0, 'vocab': 0, 'logic': 1}",16.5,0.73,0.6,Easy (Review)
S0884,Student_0884,0.46,19.6,"[77, 78, 66, 78, 83]","{'reading': 0, 'vocab': 1, 'logic': 3}",11.1,0.64,0.88,Medium (Standard)
S0885,Student_0885,0.87,15.2,"[63, 97, 63, 64, 82]","{'reading': 4, 'vocab': 4, 'logic': 4}",14.8,0.67,0.71,Medium (Standard)
S0886,Student_0886,0.51,19.8,"[70, 70, 72, 73, 67]","{'reading': 0, 'vocab': 1, 'logic': 2}",8.9,0.99,0.78,Medium (Standard)
S0887,Student_0887,0.79,12.2,"[77, 69, 66, 73, 74]","{'reading': 1, 'vocab': 1, 'logic': 3}",7.4,0.78,0.51,Medium (Standard)
S0888,Student_0888,0.54,18.2,"[72, 79, 94, 82, 92]","{'reading': 2, 'vocab': 2, 'logic': 3}",7.4,0.81,0.52,Medium (Standard)
S0889,Student_0889,0.46,22.5,"[79, 62, 67, 99, 91]","{'reading': 4, 'vocab': 1, 'logic': 4}",6.1,0.95,0.72,Medium (Standard)
S0890,Student_0890,0.54,20.3,"[65, 87, 95, 91, 68]","{'reading': 2, 'vocab': 1, 'logic': 2}",7.8,1.0,0.91,Medium (Standard)
S0891,Student_0891,0.83,12.9,"[61, 62, 70, 94, 74]","{'reading': 2, 'vocab': 2, 'logic': 3}",15.0,0.83,0.94,Hard (Challenge)
S0892,Student_0892,0.9,11.3,"[87, 91, 84, 79, 87]","{'reading': 0, 'vocab': 2, 'logic': 2}",18.2,0.92,0.54,Medium (Standard)
S0893,Student_0893,0.89,11.4,"[87, 60, 64, 69, 93]","{'reading': 3, 'vocab': 1, 'logic': 1}",17.2,0.73,0.77,Medium (Standard)
S0894,Student_0894,0.63,15.6,"[72, 64, 79, 61, 70]","{'reading': 1, 'vocab': 1, 'logic': 3}",15.3,0.72,0.96,Medium (Standard)
S0895,Student_0895,0.79,17.4,"[69, 81, 76, 81, 78]","{'reading': 0, 'vocab': 3, 'logic': 1}",6.7,0.76,0.69,Medium (Standard)
S0896,Student_0896,0.52,19.0,"[95, 87, 73, 95, 65]","{'reading': 0, 'vocab': 4, 'logic': 3}",9.3,0.87,0.91,Medium (Standard)
S0897,Student_0897,0.57,21.0,"[89, 90, 99, 63, 90]","{'reading': 2, 'vocab': 1, 'logic': 0}",9.6,0.87,0.57,Medium (Standard)
S0898,Student_0898,0.93,14.4,"[84, 64, 65, 64, 86]","{'reading': 0, 'vocab': 3, 'logic': 0}",8.7,0.73,0.97,Hard (Challenge)
S0899,Student_0899,0.41,23.8,"[66, 91, 67, 74, 96]","{'reading': 2, 'vocab': 2, 'logic': 2}",12.7,0.65,0.88,Medium (Standard)
S0900,Student_0900,0.45,20.1,"[87, 76, 78, 90, 70]","{'reading': 1, 'vocab': 2, 'logic': 2}",13.0,0.85,0.97,Medium (Standard)
S0901,Student_0901,0.52,20.4,"[62, 77, 84, 79, 88]","{'reading': 1, 'vocab': 0, 'logic': 1}",10.4,0.65,0.84,Medium (Standard)
S0902,Student_0902,0.42,21.6,"[80, 88, 91, 69, 72]","{'reading': 1, 'vocab': 3, 'logic': 3}",10.3,0.83,0.68,Medium (Standard)
S0903,Student_0903,0.51,18.0,"[62, 80, 61, 63, 60]","{'reading': 0, 'vocab': 0, 'logic': 2}",17.4,0.88,0.97,Medium (Standard)
S0904,Student_0904,0.74,15.8,"[60, 98, 78, 85, 71]","{'reading': 4, 'vocab': 3, 'logic': 3}",16.8,0.88,0.64,Medium (Standard)
S0905,Student_0905,0.65,14.6,"[79, 86, 97, 93, 98]","{'reading': 0, 'vocab': 0, 'logic': 3}",9.6,0.9,0.67,Medium (Standard)
S0906,Student_0906,0.93,13.8,"[96, 60, 74, 91, 67]","{'reading': 0, 'vocab': 1, 'logic': 4}",18.7,0.95,0.85,Hard (Challenge)
S0907,Student_0907,0.88,11.5,"[88, 91, 92, 64, 77]","{'reading': 1, 'vocab': 1, 'logic': 3}",19.3,0.8,0.88,Hard (Challenge)
S0908,Student_0908,0.6,18.4,"[92, 82, 99, 64, 93]","{'reading': 0, 'vocab': 0, 'logic': 3}",9.9,0.89,0.96,Medium (Standard)
S0909,Student_0909,0.55,19.6,"[97, 81, 74, 96, 74]","{'reading': 1, 'vocab': 1, 'logic': 0}",10.3,0.85,0.6,Medium (Standard)
S0910,Student_0910,0.62,17.1,"[80, 97, 61, 86, 91]","{'reading': 4, 'vocab': 3, 'logic': 3}",12.6,0.67,0.9,Medium (Standard)
S0911,Student_0911,0.75,16.2,"[78, 61, 85, 93, 73]","{'reading': 3, 'vocab': 1, 'logic': 3}",19.1,0.61,0.87,Medium (Standard)
S0912,Student_0912,0.56,17.9,"[78, 68, 66, 89, 72]","{'reading': 2, 'vocab': 3, 'logic': 2}",18.1,0.71,0.53,Easy (Review)
S0913,Student_0913,0.77,16.3,"[72, 74, 68, 82, 95]","{'reading': 4, 'vocab': 2, 'logic': 1}",6.5,0.78,0.69,Medium (Standard)
S0914,Student_0914,0.64,14.5,"[78, 87, 82, 99, 66]","{'reading': 0, 'vocab': 3, 'logic': 4}",10.9,0.85,0.64,Medium (Standard)
S0915,Student_0915,0.73,15.7,"[73, 74, 62, 74, 83]","{'reading': 3, 'vocab': 4, 'logic': 2}",13.3,0.94,0.65,Medium (Standard)
S0916,Student_0916,0.66,20.7,"[63, 73, 75, 79, 83]","{'reading': 0, 'vocab': 2, 'logic': 4}",12.5,0.68,0.99,Medium (Standard)
S0917,Student_0917,0.57,16.6,"[62, 70, 62, 87, 69]","{'reading': 1, 'vocab': 0, 'logic': 2}",7.9,0.65,0.82,Medium (Standard)
S0918,Student_0918,0.96,9.4,"[69, 92, 95, 62, 64]","{'reading': 3, 'vocab': 0, 'logic': 3}",17.9,0.99,0.86,Hard (Challenge)
S0919,Student_0919,0.85,14.0,"[72, 83, 91, 75, 91]","{'reading': 4, 'vocab': 4, 'logic': 3}",15.2,0.64,0.99,Medium (Standard)
S0920,Student_0920,0.48,20.8,"[80, 71, 80, 80, 65]","{'reading': 0, 'vocab': 0, 'logic': 3}",17.6,0.79,0.69,Medium (Standard)
S0921,Student_0921,0.91,12.5,"[73, 65, 60, 81, 93]","{'reading': 2, 'vocab': 2, 'logic': 1}",17.9,0.83,0.9,Hard (Challenge)
S0922,Student_0922,0.69,17.2,"[65, 65, 79, 80, 61]","{'reading': 1, 'vocab': 1, 'logic': 1}",16.2,0.82,0.72,Medium (Standard)
S0923,Student_0923,0.93,12.7,"[82, 65, 82, 87, 89]","{'reading': 4, 'vocab': 0, 'logic': 1}",11.6,0.63,0.93,Medium (Standard)
S0924,Student_0924,0.87,14.8,"[81, 90, 66, 80, 75]","{'reading': 3, 'vocab': 2, 'logic': 3}",14.2,0.62,0.59,Medium (Standard)
S0925,Student_0925,0.65,17.8,"[78, 91, 74, 64, 70]","{'reading': 4, 'vocab': 1, 'logic': 4}",7.4,0.64,0.97,Medium (Standard)
S0926,Student_0926,0.41,21.3,"[63, 95, 82, 74, 62]","{'reading': 1, 'vocab': 0, 'logic': 4}",15.1,0.83,0.61,Medium (Standard)
S0927,Student_0927,0.56,20.1,"[74, 74, 60, 83, 71]","{'reading': 1, 'vocab': 1, 'logic': 1}",7.7,0.82,0.66,Medium (Standard)
S0928,Student_0928,0.72,19.4,"[90, 70, 75, 68, 73]","{'reading': 2, 'vocab': 0, 'logic': 3}",15.4,0.69,0.88,Medium (Standard)
S0929,Student_0929,0.77,14.3,"[98, 85, 67, 83, 67]","{'reading': 2, 'vocab': 1, 'logic': 0}",8.4,0.86,0.7,Medium (Standard)
S0930,Student_0930,0.55,17.1,"[63, 96, 67, 60, 87]","{'reading': 3, 'vocab': 4, 'logic': 2}",6.8,0.93,0.8,Medium (Standard)
S0931,Student_0931,0.48,22.6,"[64, 83, 77, 79, 87]","{'reading': 4, 'vocab': 4, 'logic': 0}",7.5,0.62,0.72,Medium (Standard)
S0932,Student_0932,0.89,12.0,"[81, 77, 64, 90, 65]","{'reading': 2, 'vocab': 0, 'logic': 4}",5.0,0.8,0.87,Hard (Challenge)
S0933,Student_0933,0.98,6.1,"[87, 75, 71, 79, 77]","{'reading': 1, 'vocab': 4, 'logic': 4}",15.8,0.88,0.61,Medium (Standard)
S0934,Student_0934,0.71,17.5,"[86, 76, 80, 99, 90]","{'reading': 2, 'vocab': 0, 'logic': 4}",16.0,0.7,0.53,Medium (Standard)
S0935,Student_0935,0.5,18.9,"[85, 82, 65, 87, 67]","{'reading': 1, 'vocab': 4, 'logic': 2}",12.7,0.72,0.65,Medium (Standard)
S0936,Student_0936,0.56,18.6,"[97, 88, 82, 91, 69]","{'reading': 2, 'vocab': 0, 'logic': 0}",7.4,0.85,0.74,Medium (Standard)
S0937,Student_0937,0.41,22.5,"[98, 88, 62, 96, 90]","{'reading': 2, 'vocab': 1, 'logic': 2}",6.3,0.96,0.58,Medium (Standard)
S0938,Student_0938,0.94,11.6,"[65, 62, 64, 68, 87]","{'reading': 2, 'vocab': 3, 'logic': 2}",5.3,0.92,0.68,Hard (Challenge)
S0939,Student_0939,0.47,22.0,"[72, 97, 80, 86, 65]","{'reading': 0, 'vocab': 2, 'logic': 0}",7.5,0.83,0.7,Medium (Standard)
S0940,Student_0940,0.74,14.3,"[76, 98, 66, 89, 80]","{'reading': 0, 'vocab': 0, 'logic': 2}",18.4,0.89,0.53,Medium (Standard)
S0941,Student_0941,0.56,19.8,"[67, 64, 89, 67, 78]","{'reading': 3, 'vocab': 2, 'logic': 3}",8.6,0.75,0.79,Medium (Standard)
S0942,Student_0942,0.73,14.9,"[86, 72, 73, 96, 89]","{'reading': 4, 'vocab': 1, 'logic': 3}",10.3,0.86,0.94,Hard (Challenge)
S0943,Student_0943,0.78,15.9,"[66, 86, 94, 74, 87]","{'reading': 2, 'vocab': 1, 'logic': 1}",6.6,0.79,0.58,Medium (Standard)
S0944,Student_0944,0.89,13.4,"[79, 91, 97, 99, 91]","{'reading': 1, 'vocab': 1, 'logic': 3}",8.3,0.68,0.8,Medium (Standard)
S0945,Student_0945,0.52,17.7,"[77, 74, 81, 81, 80]","{'reading': 1, 'vocab': 4, 'logic': 2}",12.8,0.88,0.83,Medium (Standard)
S0946,Student_0946,0.41,24.0,"[77, 82, 72, 68, 66]","{'reading': 0, 'vocab': 0, 'logic': 1}",14.1,0.82,0.71,Medium (Standard)
S0947,Student_0947,0.48,19.3,"[63, 73, 91, 95, 61]","{'reading': 1, 'vocab': 2, 'logic': 3}",8.7,0.74,0.85,Medium (Standard)
S0948,Student_0948,0.93,13.0,"[84, 67, 87, 80, 82]","{'reading': 4, 'vocab': 1, 'logic': 2}",5.9,0.96,0.71,Hard (Challenge)
S0949,Student_0949,0.92,12.3,"[99, 77, 94, 74, 86]","{'reading': 0, 'vocab': 1, 'logic': 0}",10.9,0.61,0.75,Medium (Standard)
S0950,Student_0950,0.75,18.7,"[90, 96, 93, 93, 62]","{'reading': 0, 'vocab': 2, 'logic': 0}",8.5,0.73,0.5,Medium (Standard)
S0951,Student_0951,0.75,14.6,"[88, 63, 92, 76, 87]","{'reading': 1, 'vocab': 1, 'logic': 1}",8.3,0.62,0.85,Medium (Standard)
S0952,Student_0952,0.79,13.5,"[77, 90, 86, 75, 69]","{'reading': 3, 'vocab': 3, 'logic': 2}",19.4,0.91,0.83,Hard (Challenge)
S0953,Student_0953,0.5,20.0,"[79, 60, 86, 62, 71]","{'reading': 0, 'vocab': 4, 'logic': 4}",14.2,0.88,0.52,Medium (Standard)
S0954,Student_0954,0.94,10.6,"[96, 60, 63, 74, 86]","{'reading': 3, 'vocab': 3, 'logic': 2}",13.4,0.73,0.68,Medium (Standard)
S0955,Student_0955,0.65,18.6,"[90, 98, 67, 89, 77]","{'reading': 3, 'vocab': 2, 'logic': 2}",11.2,0.87,0.99,Hard (Challenge)
S0956,Student_0956,0.63,14.2,"[74, 94, 97, 92, 73]","{'reading': 0, 'vocab': 4, 'logic': 0}",11.4,0.76,0.71,Medium (Standard)
S0957,Student_0957,0.71,13.7,"[85, 67, 75, 97, 69]","{'reading': 1, 'vocab': 4, 'logic': 1}",13.1,0.9,0.75,Medium (Standard)
S0958,Student_0958,0.43,19.3,"[87, 71, 79, 73, 94]","{'reading': 4, 'vocab': 3, 'logic': 3}",15.4,0.78,0.95,Medium (Standard)
S0959,Student_0959,0.5,21.9,"[77, 61, 61, 76, 69]","{'reading': 1, 'vocab': 2, 'logic': 1}",15.5,0.76,0.86,Medium (Standard)
S0960,Student_0960,0.84,16.6,"[60, 83, 95, 84, 95]","{'reading': 1, 'vocab': 2, 'logic': 4}",7.6,0.97,0.79,Hard (Challenge)
S0961,Student_0961,0.45,20.8,"[71, 69, 90, 81, 82]","{'reading': 3, 'vocab': 1, 'logic': 2}",12.5,0.7,0.9,Medium (Standard)
S0962,Student_0962,0.76,14.5,"[82, 79, 99, 98, 67]","{'reading': 1, 'vocab': 0, 'logic': 2}",11.2,0.65,0.93,Medium (Standard)
S0963,Student_0963,0.54,19.3,"[95, 74, 96, 64, 98]","{'reading': 0, 'vocab': 0, 'logic': 3}",18.1,0.83,0.73,Medium (Standard)
S0964,Student_0964,0.63,19.7,"[69, 85, 63, 97, 83]","{'reading': 0, 'vocab': 0, 'logic': 0}",14.5,0.99,0.74,Medium (Standard)
S0965,Student_0965,0.57,16.7,"[83, 86, 66, 68, 94]","{'reading': 1, 'vocab': 3, 'logic': 4}",13.0,0.75,0.69,Medium (Standard)
S0966,Student_0966,0.61,18.3,"[62, 74, 80, 69, 92]","{'reading': 2, 'vocab': 3, 'logic': 1}",6.7,0.62,0.98,Medium (Standard)
S0967,Student_0967,0.82,15.6,"[88, 99, 92, 63, 63]","{'reading': 4, 'vocab': 4, 'logic': 3}",14.1,0.74,0.85,Medium (Standard)
S0968,Student_0968,0.58,19.4,"[79, 82, 77, 84, 60]","{'reading': 1, 'vocab': 3, 'logic': 4}",6.8,0.8,0.54,Medium (Standard)
S0969,Student_0969,0.73,15.8,"[86, 81, 64, 93, 98]","{'reading': 2, 'vocab': 0, 'logic': 2}",10.1,0.66,0.93,Medium (Standard)
S0970,Student_0970,0.68,18.4,"[66, 84, 62, 74, 88]","{'reading': 1, 'vocab': 4, 'logic': 1}",7.1,0.86,0.74,Medium (Standard)
S0971,Student_0971,0.79,8.8,"[91, 82, 98, 68, 96]","{'reading': 3, 'vocab': 3, 'logic': 3}",15.4,1.0,0.53,Medium (Standard)
S0972,Student_0972,0.95,12.4,"[87, 73, 93, 72, 90]","{'reading': 0, 'vocab': 3, 'logic': 3}",8.1,0.78,0.77,Medium (Standard)
S0973,Student_0973,0.83,12.1,"[84, 91, 68, 87, 90]","{'reading': 0, 'vocab': 4, 'logic': 4}",10.9,0.74,0.71,Medium (Standard)
S0974,Student_0974,0.53,15.7,"[69, 75, 65, 70, 62]","{'reading': 3, 'vocab': 4, 'logic': 0}",18.4,0.76,0.94,Medium (Standard)
S0975,Student_0975,0.42,22.6,"[74, 72, 76, 66, 87]","{'reading': 4, 'vocab': 3, 'logic': 0}",8.1,0.65,0.6,Easy (Review)
S0976,Student_0976,0.55,21.7,"[74, 95, 87, 74, 70]","{'reading': 3, 'vocab': 2, 'logic': 1}",12.6,0.95,0.91,Medium (Standard)
S0977,Student_0977,0.75,14.7,"[86, 69, 89, 79, 88]","{'reading': 1, 'vocab': 4, 'logic': 4}",11.3,0.77,0.78,Medium (Standard)
S0978,Student_0978,0.43,23.3,"[82, 80, 69, 71, 89]","{'reading': 4, 'vocab': 2, 'logic': 0}",5.3,0.75,0.53,Easy (Review)
S0979,Student_0979,0.69,19.4,"[77, 73, 81, 80, 60]","{'reading': 0, 'vocab': 2, 'logic': 3}",16.9,0.86,0.99,Hard (Challenge)
S0980,Student_0980,0.75,17.6,"[74, 95, 81, 91, 92]","{'reading': 1, 'vocab': 0, 'logic': 2}",6.0,0.78,0.76,Medium (Standard)
S0981,Student_0981,0.6,21.3,"[98, 82, 61, 61, 97]","{'reading': 2, 'vocab': 4, 'logic': 3}",12.1,0.86,0.65,Medium (Standard)
S0982,Student_0982,0.85,14.5,"[62, 98, 66, 95, 88]","{'reading': 4, 'vocab': 0, 'logic': 1}",13.4,0.62,0.73,Medium (Standard)
S0983,Student_0983,0.46,21.0,"[95, 82, 75, 90, 93]","{'reading': 1, 'vocab': 0, 'logic': 1}",14.4,0.93,0.93,Medium (Standard)
S0984,Student_0984,0.44,18.0,"[99, 74, 76, 69, 79]","{'reading': 4, 'vocab': 1, 'logic': 4}",15.3,0.98,0.65,Medium (Standard)
S0985,Student_0985,0.83,12.9,"[91, 63, 98, 79, 83]","{'reading': 1, 'vocab': 0, 'logic': 3}",8.8,0.86,0.6,Medium (Standard)
S0986,Student_0986,0.69,14.5,"[66, 69, 71, 60, 84]","{'reading': 4, 'vocab': 2, 'logic': 3}",5.1,0.98,0.56,Medium (Standard)
S0987,Student_0987,0.81,18.1,"[65, 85, 98, 98, 68]","{'reading': 4, 'vocab': 3, 'logic': 0}",15.9,0.66,0.65,Medium (Standard)
S0988,Student_0988,0.66,16.4,"[74, 96, 79, 67, 91]","{'reading': 4, 'vocab': 0, 'logic': 0}",13.0,0.79,0.89,Medium (Standard)
S0989,Student_0989,0.55,19.2,"[78, 88, 90, 65, 63]","{'reading': 2, 'vocab': 4, 'logic': 1}",17.5,0.84,0.74,Medium (Standard)
S0990,Student_0990,0.88,13.5,"[62, 60, 74, 80, 90]","{'reading': 0, 'vocab': 2, 'logic': 3}",17.3,0.83,0.61,Medium (Standard)
S0991,Student_0991,0.87,12.7,"[62, 89, 94, 88, 73]","{'reading': 2, 'vocab': 3, 'logic': 1}",17.6,0.76,0.58,Medium (Standard)
S0992,Student_0992,0.81,17.2,"[89, 85, 66, 98, 90]","{'reading': 4, 'vocab': 2, 'logic': 1}",12.3,0.74,0.67,Medium (Standard)
S0993,Student_0993,0.56,17.6,"[73, 95, 86, 83, 99]","{'reading': 4, 'vocab': 4, 'logic': 4}",10.0,0.65,0.97,Medium (Standard)
S0994,Student_0994,0.75,15.4,"[81, 67, 74, 64, 63]","{'reading': 2, 'vocab': 1, 'logic': 1}",16.9,0.76,0.67,Medium (Standard)
S0995,Student_0995,0.61,16.3,"[89, 74, 65, 75, 99]","{'reading': 0, 'vocab': 2, 'logic': 2}",11.8,0.67,0.99,Medium (Standard)
S0996,Student_0996,0.45,18.4,"[93, 86, 72, 95, 86]","{'reading': 0, 'vocab': 4, 'logic': 2}",7.8,0.89,0.74,Medium (Standard)
S0997,Student_0997,0.94,10.0,"[81, 90, 62, 89, 80]","{'reading': 2, 'vocab': 3, 'logic': 1}",17.8,0.68,0.59,Medium (Standard)
S0998,Student_0998,0.48,20.3,"[96, 84, 91, 94, 81]","{'reading': 1, 'vocab': 0, 'logic': 0}",18.2,0.62,0.95,Medium (Standard)
S0999,Student_0999,0.96,9.9,"[95, 83, 90, 98, 72]","{'reading': 1, 'vocab': 1, 'logic': 0}",12.0,0.82,0.73,Hard (Challenge)
S1000,Student_1000,0.66,15.4,"[95, 87, 75, 75, 77]","{'reading': 1, 'vocab': 2, 'logic': 0}",6.1,0.84,0.85,Medium (Standard)
